Код;Y;X;Z;Флаг;;;;;;;;;;;;;;
0920-0680;51.53595 ;118.17511;818 m;Flag, Red;;;;;;;;;;;;;;
0920-0700;51.53473 ;118.17732;815 m;Flag, Red;;;;;;;;;;;;;;
0920-0720;51.53396 ;118.17976;795 m;Flag, Red;;;;;;;;;;;;;;
0920-0740;51.53306 ;118.18234;779 m;Flag, Red;;;;;;;;;;;;;;
0920-0760;51.53219 ;118.18497;767 m;Flag, Red;;;;;;;;;;;;;;
0920-0780;51.53212 ;118.18714;778 m;Flag, Red;;;;;;;;;;;;;;
0920-0800;51.53034 ;118.18984;775 m;Flag, Red;;;;;;;;;;;;;;
0920-0820;51.52946 ;118.19235;781 m;Flag, Red;;;;;;;;;;;;;;
0920-0840;51.52850 ;118.19483;782 m;Flag, Red;;;;;;;;;;;;;;
0920-0860;51.52770 ;118.19725;794 m;Flag, Red;;;;;;;;;;;;;;
0920-0860K;51.52770 ;118.19725;794 m;Waypoint;;;;;;;;;;;;;;Категория 2
0920-0880;51.52683 ;118.19953;803 m;Flag, Red;;;;;;;;;;;;;;
0920-0880K;51.52683 ;118.19953;803 m;Waypoint;;;;;;;;;;;;;;
0920-0900;51.52572 ;118.20234;825 m;Flag, Red;;;;;;;;;;;;;;
0920-0920;51.52477 ;118.20463;845 m;Flag, Red;;;;;;;;;;;;;;
0920-0940;51.52453 ;118.20734;848 m;Flag, Red;;;;;;;;;;;;;;
0920-0960;51.52267 ;118.21093;874 m;Flag, Red;;;;;;;;;;;;;;
0920-0980;51.52214 ;118.21192;880 m;Flag, Red;;;;;;;;;;;;;;
0920-1000;51.52100 ;118.21427;912 m;Flag, Red;;;;;;;;;;;;;;
0920-1020;51.52075 ;118.21751;904 m;Flag, Red;;;;;;;;;;;;;;
0920-1040;51.51944 ;118.21982;917 m;Flag, Red;;;;;;;;;;;;;;
0920-1060;51.51818 ;118.22147;910 m;Flag, Red;;;;;;;;;;;;;;
0920-1080;51.51702 ;118.22433;888 m;Flag, Red;;;;;;;;;;;;;;
0920-1100;51.51606 ;118.22647;864 m;Flag, Red;;;;;;;;;;;;;;
0920-1120;51.51498 ;118.22839;863 m;Flag, Red;;;;;;;;;;;;;;
0920-1140;51.51397 ;118.23139;885 m;Flag, Red;;;;;;;;;;;;;;
0920-1160;51.51312 ;118.23417;877 m;Flag, Red;;;;;;;;;;;;;;
0920-1180;51.51223 ;118.23641;858 m;Flag, Red;;;;;;;;;;;;;;
0920-1200;51.51145 ;118.23891;846 m;Flag, Red;;;;;;;;;;;;;;
0920-1220;51.51034 ;118.24146;841 m;Flag, Red;;;;;;;;;;;;;;
0920-1240;51.50945 ;118.24329;841 m;Flag, Red;;;;;;;;;;;;;;
0920-1260;51.50843 ;118.24589;846 m;Flag, Red;;;;;;;;;;;;;;
0920-1280;51.50743 ;118.24851;856 m;Flag, Red;;;;;;;;;;;;;;
0920-1300;51.50649 ;118.25128;863 m;Flag, Red;;;;;;;;;;;;;;
0920-1320;51.50555 ;118.25360;823 m;Flag, Red;;;;;;;;;;;;;;
0920-1340;51.50466 ;118.25575;798 m;Flag, Red;;;;;;;;;;;;;;
0920-1360;51.50405 ;118.26009;775 m;Flag, Red;;;;;;;;;;;;;;
0920-1380;51.50330 ;118.26123;764 m;Flag, Red;;;;;;;;;;;;;;
0920-1400;51.50249 ;118.26510;748 m;Flag, Red;;;;;;;;;;;;;;
0920-1420;51.50177 ;118.26689;743 m;Flag, Red;;;;;;;;;;;;;;
0920-1440;51.50089 ;118.26908;727 m;Flag, Red;;;;;;;;;;;;;;
0920-1460;51.50042 ;118.27066;722 m;Flag, Green;;;;;;;;;;;;;;
0940-0400;51.54983 ;118.14265;806 m;Flag, Red;;;;;;;;;;;;;;
0940-0420;51.54942 ;118.14414;802 m;Flag, Green;;;;;;;;;;;;;;
0940-0440;51.54836 ;118.14651;789 m;Flag, Green;;;;;;;;;;;;;;
0940-0460;51.54764 ;118.14942;794 m;Flag, Green;;;;;;;;;;;;;;
0940-0480;51.54667 ;118.15180;805 m;Flag, Red;;;;;;;;;;;;;;
0940-0500;51.54583 ;118.15425;817 m;Flag, Red;;;;;;;;;;;;;;
0940-0520;51.54489 ;118.15674;828 m;Flag, Red;;;;;;;;;;;;;;
0940-0540;51.54397 ;118.15923;828 m;Flag, Red;;;;;;;;;;;;;;
0940-0560;51.54310 ;118.16166;827 m;Flag, Red;;;;;;;;;;;;;;
0940-0580;51.54209 ;118.16417;820 m;Flag, Red;;;;;;;;;;;;;;
0940-0600;51.54134 ;118.16680;810 m;Flag, Red;;;;;;;;;;;;;;
0940-0620;51.54022 ;118.16900;821 m;Flag, Red;;;;;;;;;;;;;;
0940-0640;51.53937 ;118.17146;817 m;Flag, Red;;;;;;;;;;;;;;
0940-0660;51.53839 ;118.17405;805 m;Flag, Red;;;;;;;;;;;;;;
0940-0680;51.53742 ;118.17647;814 m;Flag, Red;;;;;;;;;;;;;;
0940-0700;51.53652 ;118.17895;821 m;Flag, Red;;;;;;;;;;;;;;
0940-0720;51.53556 ;118.18146;798 m;Flag, Red;;;;;;;;;;;;;;
0940-0740;51.53464 ;118.18396;784 m;Flag, Red;;;;;;;;;;;;;;
0940-0760;51.53371 ;118.18641;781 m;Flag, Red;;;;;;;;;;;;;;
0940-0780;51.53315 ;118.18874;783 m;Flag, Red;;;;;;;;;;;;;;
0940-0800;51.53191 ;118.19143;784 m;Flag, Red;;;;;;;;;;;;;;
0940-0820;51.53102 ;118.19376;789 m;Flag, Red;;;;;;;;;;;;;;
0940-0840;51.53027 ;118.19572;784 m;Flag, Red;;;;;;;;;;;;;;
0940-0860;51.52906 ;118.19881;795 m;Flag, Red;;;;;;;;;;;;;;
0940-0880;51.52865 ;118.20188;798 m;Flag, Red;;;;;;;;;;;;;;
0940-0900;51.52721 ;118.20374;817 m;Flag, Red;;;;;;;;;;;;;;
0940-0900K;51.52721 ;118.20374;817 m;Waypoint;;;;;;;;;;;;;;
0940-0920;51.52637 ;118.20592;831 m;Flag, Red;;;;;;;;;;;;;;
0940-0920K;51.52637 ;118.20592;831 m;Waypoint;;;;;;;;;;;;;;
0940-0940;51.52609 ;118.20894;838 m;Flag, Red;;;;;;;;;;;;;;
0940-0960;51.52375 ;118.21172;875 m;Flag, Red;;;;;;;;;;;;;;
0940-0980;51.52369 ;118.21386;876 m;Flag, Red;;;;;;;;;;;;;;
0940-1000;51.52280 ;118.21639;884 m;Flag, Red;;;;;;;;;;;;;;
0940-1020;51.52164 ;118.21912;909 m;Flag, Red;;;;;;;;;;;;;;
0940-1040;51.52064 ;118.22125;927 m;Flag, Red;;;;;;;;;;;;;;
0940-1060;51.51982 ;118.22366;920 m;Flag, Red;;;;;;;;;;;;;;
0940-1080;51.51879 ;118.22660;907 m;Flag, Red;;;;;;;;;;;;;;
0940-1100;51.51812 ;118.22892;913 m;Flag, Red;;;;;;;;;;;;;;
0940-1120;51.51709 ;118.23124;916 m;Flag, Red;;;;;;;;;;;;;;
0940-1140;51.51586 ;118.23364;922 m;Flag, Red;;;;;;;;;;;;;;
0940-1160;51.51516 ;118.23582;907 m;Flag, Red;;;;;;;;;;;;;;
0940-1180;51.51414 ;118.23938;897 m;Flag, Red;;;;;;;;;;;;;;
0940-1200;51.51349 ;118.24079;900 m;Flag, Red;;;;;;;;;;;;;;
0940-1220;51.51259 ;118.24324;910 m;Flag, Red;;;;;;;;;;;;;;
0940-1240;51.51163 ;118.24599;935 m;Crossing;;;;;;;;;;;;;;
0940-1260;51.51055 ;118.24798;943 m;Flag, Red;;;;;;;;;;;;;;
0940-1280;51.50929 ;118.24999;935 m;Flag, Red;;;;;;;;;;;;;;
0940-1300;51.50806 ;118.25266;901 m;Flag, Red;;;;;;;;;;;;;;
0940-1320;51.50766 ;118.25532;870 m;Flag, Red;;;;;;;;;;;;;;
0940-1340;51.50721 ;118.25742;835 m;Flag, Red;;;;;;;;;;;;;;
0940-1360;51.50524 ;118.26070;776 m;Flag, Red;;;;;;;;;;;;;;
0940-1380;51.50499 ;118.26259;767 m;Flag, Red;;;;;;;;;;;;;;
0940-1400;51.50407 ;118.26466;756 m;Flag, Red;;;;;;;;;;;;;;
0940-1420;51.50330 ;118.26775;733 m;Flag, Red;;;;;;;;;;;;;;
0940-1440;51.50242 ;118.27023;721 m;Flag, Red;;;;;;;;;;;;;;
0940-1460;51.50161 ;118.27171;718 m;Flag, Green;;;;;;;;;;;;;;
0960-0420;51.55050 ;118.14552;794 m;Flag, Green;;;;;;;;;;;;;;
0960-0440;51.55002 ;118.14869;793 m;Flag, Green;;;;;;;;;;;;;;
0960-0460;51.54916 ;118.15073;809 m;Flag, Green;;;;;;;;;;;;;;
0960-0480;51.54818 ;118.15336;826 m;Flag, Red;;;;;;;;;;;;;;
0960-0500;51.54721 ;118.15605;834 m;Flag, Red;;;;;;;;;;;;;;
0960-0520;51.54640 ;118.15785;836 m;Flag, Red;;;;;;;;;;;;;;
0960-0540;51.54545 ;118.16094;847 m;Flag, Red;;;;;;;;;;;;;;
0960-0560;51.54444 ;118.16319;838 m;Flag, Red;;;;;;;;;;;;;;
0960-0580;51.54355 ;118.16573;827 m;Flag, Red;;;;;;;;;;;;;;
0960-0600;51.54244 ;118.16817;820 m;Flag, Red;;;;;;;;;;;;;;
0960-0620;51.54174 ;118.17080;833 m;Flag, Red;;;;;;;;;;;;;;
0960-0640;51.54070 ;118.17334;833 m;Flag, Red;;;;;;;;;;;;;;
0960-0660;51.53985 ;118.17545;809 m;Flag, Red;;;;;;;;;;;;;;
0960-0680;51.53889 ;118.17833;824 m;Flag, Red;;;;;;;;;;;;;;
0960-0700;51.53807 ;118.18066;818 m;Flag, Red;;;;;;;;;;;;;;
0960-0720;51.53715 ;118.18282;802 m;Flag, Red;;;;;;;;;;;;;;
0960-0740;51.53615 ;118.18528;792 m;Flag, Red;;;;;;;;;;;;;;
0960-0760;51.53527 ;118.18808;794 m;Flag, Red;;;;;;;;;;;;;;
0960-0780;51.53445 ;118.19008;790 m;Flag, Red;;;;;;;;;;;;;;
0960-0800;51.53347 ;118.19281;790 m;Flag, Red;;;;;;;;;;;;;;
0960-0820;51.53255 ;118.19526;781 m;Flag, Red;;;;;;;;;;;;;;
0960-0840;51.53200 ;118.19791;782 m;Flag, Red;;;;;;;;;;;;;;
0960-0840K;51.53200 ;118.19791;782 m;Waypoint;;;;;;;;;;;;;;Категория 2
0960-0860;51.53070 ;118.20025;793 m;Flag, Red;;;;;;;;;;;;;;
0960-0880;51.52976 ;118.20291;793 m;Flag, Red;;;;;;;;;;;;;;
0960-0880K;51.52976 ;118.20291;793 m;Waypoint;;;;;;;;;;;;;;
0960-0900;51.52919 ;118.20518;808 m;Flag, Red;;;;;;;;;;;;;;
0960-0920;51.52783 ;118.20775;824 m;Flag, Red;;;;;;;;;;;;;;
0960-0940;51.52729 ;118.20991;841 m;Flag, Red;;;;;;;;;;;;;;
0960-0960;51.52605 ;118.21257;842 m;Flag, Red;;;;;;;;;;;;;;
0960-0980;51.52450 ;118.21493;854 m;Flag, Red;;;;;;;;;;;;;;
0960-1000;51.52387 ;118.21776;848 m;Flag, Red;;;;;;;;;;;;;;
0960-1020;51.52335 ;118.21993;863 m;Flag, Red;;;;;;;;;;;;;;
0960-1040;51.52262 ;118.22255;869 m;Flag, Red;;;;;;;;;;;;;;
0960-1060;51.52087 ;118.22462;903 m;Flag, Red;;;;;;;;;;;;;;
0960-1080;51.51972 ;118.22743;898 m;Flag, Red;;;;;;;;;;;;;;
0960-1100;51.51919 ;118.23028;932 m;Flag, Red;;;;;;;;;;;;;;
0960-1120;51.51861 ;118.23227;938 m;Flag, Red;;;;;;;;;;;;;;
0960-1140;51.51774 ;118.23486;949 m;Flag, Red;;;;;;;;;;;;;;
0960-1160;51.51683 ;118.23749;940 m;Flag, Red;;;;;;;;;;;;;;
0960-1180;51.51587 ;118.24008;914 m;Flag, Red;;;;;;;;;;;;;;
0960-1200;51.51488 ;118.24270;927 m;Flag, Red;;;;;;;;;;;;;;
0960-1220;51.51362 ;118.24515;967 m;Flag, Red;;;;;;;;;;;;;;
0960-1240;51.51249 ;118.24638;966 m;Flag, Red;;;;;;;;;;;;;;
0960-1260;51.51164 ;118.24872;985 m;Flag, Red;;;;;;;;;;;;;;
0960-1280;51.51107 ;118.25237;962 m;Flag, Red;;;;;;;;;;;;;;
0960-1300;51.51023 ;118.25454;902 m;Flag, Red;;;;;;;;;;;;;;
0960-1320;51.50999 ;118.25636;864 m;Flag, Red;;;;;;;;;;;;;;
0960-1340;51.50876 ;118.25991;808 m;Flag, Red;;;;;;;;;;;;;;
0960-1360;51.50723 ;118.26308;777 m;Flag, Red;;;;;;;;;;;;;;
0960-1380;51.50648 ;118.26461;759 m;Flag, Red;;;;;;;;;;;;;;
0960-1400;51.50584 ;118.26713;744 m;Flag, Red;;;;;;;;;;;;;;
0960-1420;51.50515 ;118.26855;735 m;Flag, Red;;;;;;;;;;;;;;
0960-1440;51.50430 ;118.27113;720 m;Flag, Red;;;;;;;;;;;;;;
0980-0420;51.55250 ;118.14841;814 m;Flag, Green;;;;;;;;;;;;;;
0980-0440;51.55183 ;118.14994;815 m;Flag, Green;;;;;;;;;;;;;;
0980-0460;51.55015 ;118.15233;834 m;Flag, Green;;;;;;;;;;;;;;
0980-0480;51.54941 ;118.15473;846 m;Flag, Red;;;;;;;;;;;;;;
0980-0500;51.54871 ;118.15733;859 m;Flag, Red;;;;;;;;;;;;;;
0980-0520;51.54801 ;118.15956;864 m;Flag, Red;;;;;;;;;;;;;;
0980-0540;51.54669 ;118.16214;870 m;Flag, Red;;;;;;;;;;;;;;
0980-0560;51.54547 ;118.16461;857 m;Flag, Red;;;;;;;;;;;;;;
0980-0580;51.54482 ;118.16698;851 m;Flag, Red;;;;;;;;;;;;;;
0980-0600;51.54391 ;118.17010;852 m;Flag, Red;;;;;;;;;;;;;;
0980-0620;51.54267 ;118.17223;862 m;Flag, Red;;;;;;;;;;;;;;
0980-0640;51.54184 ;118.17401;852 m;Flag, Red;;;;;;;;;;;;;;
0980-0660;51.54100 ;118.17647;837 m;Flag, Red;;;;;;;;;;;;;;
0980-0680;51.54025 ;118.17862;835 m;Flag, Red;;;;;;;;;;;;;;
0980-0700;51.53933 ;118.18147;830 m;Flag, Red;;;;;;;;;;;;;;
0980-0720;51.53877 ;118.18452;825 m;Flag, Red;;;;;;;;;;;;;;
0980-0740;51.53762 ;118.18670;809 m;Flag, Red;;;;;;;;;;;;;;
0980-0760;51.53684 ;118.18913;795 m;Flag, Red;;;;;;;;;;;;;;
0980-0780;51.53557 ;118.19148;788 m;Flag, Red;;;;;;;;;;;;;;
0980-0800;51.53503 ;118.19443;778 m;Flag, Red;;;;;;;;;;;;;;
0980-0820;51.53403 ;118.19695;776 m;Flag, Red;;;;;;;;;;;;;;
0980-0840;51.53305 ;118.19949;780 m;Flag, Red;;;;;;;;;;;;;;
0980-0860;51.53208 ;118.20153;784 m;Flag, Red;;;;;;;;;;;;;;
0980-0880;51.53117 ;118.20426;788 m;Flag, Red;;;;;;;;;;;;;;
0980-0900;51.53026 ;118.20610;804 m;Flag, Red;;;;;;;;;;;;;;
0980-0900K;51.53026 ;118.20610;804 m;Waypoint;;;;;;;;;;;;;;
0980-0920;51.52959 ;118.20919;814 m;Flag, Red;;;;;;;;;;;;;;
0980-0920K;51.52959 ;118.20919;814 m;Waypoint;;;;;;;;;;;;;;
0980-0940;51.52870 ;118.21166;843 m;Flag, Red;;;;;;;;;;;;;;
0980-0960;51.52700 ;118.21413;834 m;Flag, Red;;;;;;;;;;;;;;
0980-0980;51.52602 ;118.21629;841 m;Flag, Red;;;;;;;;;;;;;;
0980-1000;51.52533 ;118.21871;851 m;Flag, Red;;;;;;;;;;;;;;
0980-1020;51.52488 ;118.22147;852 m;Flag, Red;;;;;;;;;;;;;;
0980-1040;51.52406 ;118.22381;870 m;Flag, Red;;;;;;;;;;;;;;
0980-1060;51.52294 ;118.22661;889 m;Flag, Red;;;;;;;;;;;;;;
0980-1080;51.52214 ;118.22913;916 m;Flag, Red;;;;;;;;;;;;;;
0980-1100;51.52126 ;118.23147;931 m;Flag, Red;;;;;;;;;;;;;;
0980-1120;51.51988 ;118.23342;946 m;Flag, Red;;;;;;;;;;;;;;
0980-1140;51.51917 ;118.23647;959 m;Flag, Red;;;;;;;;;;;;;;
0980-1160;51.51835 ;118.23910;933 m;Flag, Red;;;;;;;;;;;;;;
0980-1180;51.51703 ;118.24010;924 m;Flag, Red;;;;;;;;;;;;;;
0980-1200;51.51576 ;118.24312;913 m;Flag, Red;;;;;;;;;;;;;;
0980-1220;51.51512 ;118.24587;914 m;Flag, Red;;;;;;;;;;;;;;
0980-1240;51.51418 ;118.24815;937 m;Flag, Red;;;;;;;;;;;;;;
0980-1260;51.51296 ;118.25162;968 m;Flag, Red;;;;;;;;;;;;;;
0980-1280;51.51253 ;118.25350;943 m;Flag, Red;;;;;;;;;;;;;;
0980-1300;51.51177 ;118.25614;900 m;Flag, Red;;;;;;;;;;;;;;
0980-1320;51.51090 ;118.25873;846 m;Flag, Red;;;;;;;;;;;;;;
0980-1340;51.50998 ;118.26111;818 m;Flag, Red;;;;;;;;;;;;;;
0980-1360;51.50856 ;118.26445;777 m;Flag, Red;;;;;;;;;;;;;;
0980-1380;51.50829 ;118.26584;767 m;Flag, Red;;;;;;;;;;;;;;
0980-1400;51.50770 ;118.26765;754 m;Flag, Red;;;;;;;;;;;;;;
0980-1420;51.50663 ;118.26998;741 m;Flag, Red;;;;;;;;;;;;;;
0980-1440;51.50564 ;118.27269;722 m;Flag, Red;;;;;;;;;;;;;;
1000-0420;51.55330 ;118.14860;824 m;Flag, Green;;;;;;;;;;;;;;
1000-0440;51.55254 ;118.15069;837 m;Flag, Red;;;;;;;;;;;;;;
1000-0460;51.55228 ;118.15241;879 m;Civil;;;;;;;;;;;;;;
1000-0480;51.55103 ;118.15535;875 m;Flag, Red;;;;;;;;;;;;;;
1000-0500;51.55022 ;118.15888;888 m;Flag, Red;;;;;;;;;;;;;;
1000-0520;51.54945 ;118.16112;888 m;Flag, Red;;;;;;;;;;;;;;
1000-0540;51.54819 ;118.16411;896 m;Flag, Red;;;;;;;;;;;;;;
1000-0560;51.54741 ;118.16601;865 m;Flag, Red;;;;;;;;;;;;;;
1000-0580;51.54655 ;118.16848;840 m;Flag, Red;;;;;;;;;;;;;;
1000-0600;51.54578 ;118.17085;840 m;Flag, Red;;;;;;;;;;;;;;
1000-0620;51.54493 ;118.17315;855 m;Flag, Red;;;;;;;;;;;;;;
1000-0640;51.54395 ;118.17527;875 m;Flag, Red;;;;;;;;;;;;;;
1000-0660;51.54262 ;118.17826;856 m;Flag, Red;;;;;;;;;;;;;;
1000-0680;51.54209 ;118.18036;843 m;Flag, Red;;;;;;;;;;;;;;
1000-0700;51.54092 ;118.18294;830 m;Flag, Red;;;;;;;;;;;;;;
1000-0720;51.54024 ;118.18675;810 m;Flag, Red;;;;;;;;;;;;;;
1000-0740;51.53927 ;118.18861;808 m;Flag, Red;;;;;;;;;;;;;;
1000-0760;51.53857 ;118.19088;789 m;Flag, Red;;;;;;;;;;;;;;
1000-0780;51.53780 ;118.19325;779 m;Flag, Red;;;;;;;;;;;;;;
1000-0800;51.53661 ;118.19590;771 m;Flag, Red;;;;;;;;;;;;;;
1000-0820;51.53559 ;118.19801;771 m;Flag, Red;;;;;;;;;;;;;;
1000-0840;51.53461 ;118.20154;773 m;Flag, Red;;;;;;;;;;;;;;
1000-0840K;51.53461 ;118.20154;773 m;Waypoint;;;;;;;;;;;;;;Категория 2
1000-0860;51.53368 ;118.20310;777 m;Flag, Red;;;;;;;;;;;;;;
1000-0880;51.53273 ;118.20557;785 m;Flag, Red;;;;;;;;;;;;;;
1000-0880K;51.53273 ;118.20557;785 m;Waypoint;;;;;;;;;;;;;;
1000-0900;51.53220 ;118.20797;794 m;Flag, Red;;;;;;;;;;;;;;
1000-0920;51.53110 ;118.21053;823 m;Flag, Red;;;;;;;;;;;;;;
1000-0940;51.53021 ;118.21299;839 m;Flag, Red;;;;;;;;;;;;;;
1000-0960;51.52875 ;118.21598;828 m;Flag, Red;;;;;;;;;;;;;;
1000-0980;51.52799 ;118.21797;826 m;Flag, Red;;;;;;;;;;;;;;
1000-1000;51.52702 ;118.22073;835 m;Flag, Red;;;;;;;;;;;;;;
1000-1020;51.52625 ;118.22366;853 m;Flag, Red;;;;;;;;;;;;;;
1000-1040;51.52534 ;118.22586;878 m;Flag, Red;;;;;;;;;;;;;;
1000-1060;51.52439 ;118.22811;890 m;Flag, Red;;;;;;;;;;;;;;
1000-1080;51.52372 ;118.23083;927 m;Flag, Red;;;;;;;;;;;;;;
1000-1100;51.52264 ;118.23219;949 m;Flag, Red;;;;;;;;;;;;;;
1000-1120;51.52173 ;118.23477;946 m;Flag, Red;;;;;;;;;;;;;;
1000-1140;51.52100 ;118.23702;930 m;Flag, Red;;;;;;;;;;;;;;
1000-1160;51.51955 ;118.23983;907 m;Flag, Red;;;;;;;;;;;;;;
1000-1180;51.51856 ;118.24206;896 m;Flag, Red;;;;;;;;;;;;;;
1000-1200;51.51803 ;118.24512;861 m;Flag, Red;;;;;;;;;;;;;;
1000-1220;51.51703 ;118.24754;872 m;Flag, Red;;;;;;;;;;;;;;
1000-1240;51.51601 ;118.24943;898 m;Flag, Red;;;;;;;;;;;;;;
1000-1260;51.51506 ;118.25244;917 m;Flag, Red;;;;;;;;;;;;;;
1000-1280;51.51405 ;118.25607;929 m;Flag, Red;;;;;;;;;;;;;;
1000-1300;51.51351 ;118.25763;896 m;Flag, Red;;;;;;;;;;;;;;
1000-1320;51.51252 ;118.26014;859 m;Flag, Red;;;;;;;;;;;;;;
1000-1340;51.51167 ;118.26259;839 m;Flag, Red;;;;;;;;;;;;;;
1000-1360;51.51001 ;118.26580;788 m;Flag, Red;;;;;;;;;;;;;;
1000-1380;51.50932 ;118.26675;778 m;Flag, Red;;;;;;;;;;;;;;
1000-1400;51.50830 ;118.26931;751 m;Flag, Red;;;;;;;;;;;;;;
1000-1420;51.50787 ;118.27104;;Flag, Red;;;;;;;;;;;;;;
1000-1440;51.50675 ;118.27395;718 m;Flag, Red;;;;;;;;;;;;;;
1020-0420;51.55535 ;118.15100;863 m;Flag, Red;;;;;;;;;;;;;;
1020-0440;51.55462 ;118.15277;882 m;Flag, Red;;;;;;;;;;;;;;
1020-0460;51.55383 ;118.15540;911 m;Flag, Red;;;;;;;;;;;;;;
1020-0480;51.55237 ;118.15779;938 m;Flag, Red;;;;;;;;;;;;;;
1020-0500;51.55194 ;118.15994;953 m;Flag, Red;;;;;;;;;;;;;;
1020-0520;51.55077 ;118.16239;924 m;Flag, Red;;;;;;;;;;;;;;
1020-0540;51.55044 ;118.16538;906 m;Flag, Red;;;;;;;;;;;;;;
1020-0560;51.54900 ;118.16812;845 m;Flag, Red;;;;;;;;;;;;;;
1020-0580;51.54815 ;118.17028;823 m;Flag, Red;;;;;;;;;;;;;;
1020-0600;51.54737 ;118.17223;832 m;Flag, Red;;;;;;;;;;;;;;
1020-0620;51.54630 ;118.17502;837 m;Flag, Red;;;;;;;;;;;;;;
1020-0640;51.54585 ;118.17653;847 m;Flag, Red;;;;;;;;;;;;;;
1020-0660;51.54463 ;118.17959;852 m;Flag, Red;;;;;;;;;;;;;;
1020-0680;51.54375 ;118.18230;821 m;Flag, Red;;;;;;;;;;;;;;
1020-0700;51.54270 ;118.18505;816 m;Flag, Red;;;;;;;;;;;;;;
1020-0720;51.54189 ;118.18698;807 m;Flag, Red;;;;;;;;;;;;;;
1020-0740;51.54087 ;118.18996;788 m;Flag, Red;;;;;;;;;;;;;;
1020-0760;51.53992 ;118.19227;779 m;Flag, Red;;;;;;;;;;;;;;
1020-0780;51.53945 ;118.19411;771 m;Flag, Red;;;;;;;;;;;;;;
1020-0800;51.53805 ;118.19722;763 m;Flag, Red;;;;;;;;;;;;;;
1020-0820;51.53717 ;118.19946;761 m;Flag, Red;;;;;;;;;;;;;;
1020-0840;51.53618 ;118.20232;766 m;Flag, Red;;;;;;;;;;;;;;
1020-0860;51.53530 ;118.20470;770 m;Flag, Red;;;;;;;;;;;;;;
1020-0880;51.53428 ;118.20697;778 m;Flag, Red;;;;;;;;;;;;;;
1020-0900;51.53350 ;118.20961;789 m;Flag, Red;;;;;;;;;;;;;;
1020-0920;51.53201 ;118.21238;817 m;Flag, Red;;;;;;;;;;;;;;
1020-0940;51.53176 ;118.21422;807 m;Flag, Red;;;;;;;;;;;;;;
1020-0960;51.53051 ;118.21716;805 m;Flag, Red;;;;;;;;;;;;;;
1020-0980;51.52936 ;118.21967;803 m;Flag, Red;;;;;;;;;;;;;;
1020-1000;51.52824 ;118.22203;821 m;Flag, Red;;;;;;;;;;;;;;
1020-1020;51.52791 ;118.22439;840 m;Flag, Red;;;;;;;;;;;;;;
1020-1040;51.52698 ;118.22695;874 m;Flag, Red;;;;;;;;;;;;;;
1020-1060;51.52608 ;118.22937;883 m;Flag, Red;;;;;;;;;;;;;;
1020-1080;51.52509 ;118.23197;915 m;Flag, Red;;;;;;;;;;;;;;
1020-1100;51.52370 ;118.23430;951 m;Flag, Red;;;;;;;;;;;;;;
1020-1120;51.52306 ;118.23668;933 m;Flag, Red;;;;;;;;;;;;;;
1020-1140;51.52252 ;118.23948;886 m;Flag, Red;;;;;;;;;;;;;;
1020-1160;51.52070 ;118.24113;887 m;Flag, Red;;;;;;;;;;;;;;
1020-1180;51.51966 ;118.24404;863 m;Flag, Red;;;;;;;;;;;;;;
1020-1200;51.51916 ;118.24678;844 m;Flag, Red;;;;;;;;;;;;;;
1020-1220;51.51793 ;118.24938;834 m;Flag, Red;;;;;;;;;;;;;;
1020-1240;51.51724 ;118.25183;853 m;Flag, Red;;;;;;;;;;;;;;
1020-1260;51.51657 ;118.25431;899 m;Flag, Red;;;;;;;;;;;;;;
1020-1280;51.51571 ;118.25697;926 m;Flag, Red;;;;;;;;;;;;;;
1020-1300;51.51472 ;118.25884;927 m;Flag, Red;;;;;;;;;;;;;;
1020-1320;51.51379 ;118.26130;899 m;Flag, Red;;;;;;;;;;;;;;
1020-1340;51.51279 ;118.26390;875 m;Flag, Red;;;;;;;;;;;;;;
1020-1360;51.51238 ;118.26757;819 m;Flag, Red;;;;;;;;;;;;;;
1020-1380;51.51171 ;118.26866;796 m;Flag, Red;;;;;;;;;;;;;;
1020-1400;51.51067 ;118.27220;751 m;Flag, Red;;;;;;;;;;;;;;
1020-1420;51.50981 ;118.27353;738 m;Flag, Red;;;;;;;;;;;;;;
1020-1440;51.50893 ;118.27560;714 m;Flag, Red;;;;;;;;;;;;;;
1040-0420;51.55674 ;118.15245;892 m;Flag, Red;;;;;;;;;;;;;;
1040-0440;51.55614 ;118.15414;906 m;Flag, Red;;;;;;;;;;;;;;
1040-0460;51.55504 ;118.15656;941 m;Flag, Red;;;;;;;;;;;;;;
1040-0480;51.55425 ;118.15946;992 m;Flag, Red;;;;;;;;;;;;;;
1040-0500;51.55355 ;118.16208;974 m;Flag, Red;;;;;;;;;;;;;;
1040-0520;51.55296 ;118.16467;925 m;Flag, Red;;;;;;;;;;;;;;
1040-0540;51.55200 ;118.16656;885 m;Flag, Red;;;;;;;;;;;;;;
1040-0560;51.55057 ;118.16923;851 m;Flag, Red;;;;;;;;;;;;;;
1040-0580;51.54942 ;118.17157;808 m;Flag, Red;;;;;;;;;;;;;;
1040-0600;51.54836 ;118.17480;810 m;Flag, Red;;;;;;;;;;;;;;
1040-0620;51.54771 ;118.17687;816 m;Flag, Red;;;;;;;;;;;;;;
1040-0640;51.54697 ;118.17908;816 m;Flag, Red;;;;;;;;;;;;;;
